run_id,firm_id,rank,company,relative_timepoint,target_year,snapshot_status,pages_attempted,pages_fetch_success,pages_fetch_failed,pages_extraction_usable,pages_branding_eligible,pages_governance_metadata,pages_excluded_legal_technical,pages_duplicate,pages_excluded,avg_text_chars,flags
508f1903-71e7-4aab-aba6-000fed4d8b7d,19,19,HERAEUS GROUP,post_post_event,2017,beyond_tolerance,1,1,0,0,0,0,0,1,1,,"[""duplicate_content_flag"", ""likely_navigation_only"", ""soft_404_flag""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,20,20,BAHLSEN GMBH & CO. KG,pre_pre_event,2018,selected,15,15,0,14,5,0,7,0,1,2440.7,"[""likely_navigation_only""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,20,20,BAHLSEN GMBH & CO. KG,pre_event,2020,selected,20,19,1,19,8,0,2,10,1,,"[""duplicate_content_flag"", ""likely_navigation_only""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,20,20,BAHLSEN GMBH & CO. KG,event,2022,selected,1,1,0,0,0,0,0,0,1,39.0,"[""likely_navigation_only""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,20,20,BAHLSEN GMBH & CO. KG,post_event,2024,beyond_tolerance,1,1,0,0,0,0,0,1,1,,"[""duplicate_content_flag"", ""likely_navigation_only"", ""soft_404_flag""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,20,20,BAHLSEN GMBH & CO. KG,post_post_event,2026,beyond_tolerance,1,1,0,0,0,0,0,1,1,,"[""duplicate_content_flag"", ""likely_navigation_only"", ""soft_404_flag""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,21,21,FREUDENBERG GROUP,pre_pre_event,2008,selected,1,1,0,1,1,0,0,0,0,3255.0,
508f1903-71e7-4aab-aba6-000fed4d8b7d,21,21,FREUDENBERG GROUP,pre_event,2010,selected,25,18,7,18,17,0,5,4,7,,"[""duplicate_content_flag"", ""likely_navigation_only""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,21,21,FREUDENBERG GROUP,event,2012,selected,25,11,14,11,11,0,12,11,14,,"[""duplicate_content_flag"", ""likely_navigation_only""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,21,21,FREUDENBERG GROUP,post_event,2014,beyond_tolerance,1,1,0,0,0,0,0,1,1,,"[""duplicate_content_flag"", ""likely_navigation_only"", ""soft_404_flag""]"
