run_id,firm_id,company,relative_timepoint,duplicate_group_id,duplicate_reason,canonical_page_url,duplicate_page_url,normalized_content_hash,tokens_removed,words_removed
508f1903-71e7-4aab-aba6-000fed4d8b7d,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,pre_pre_event,dup_84e5c0f8a672,duplicate_host_variant,https://www.bluemoon.de/pr,https://www.bluemoon.de/werbung,84e5c0f8a6720708345d309f89dc1487f4b6177df312fce63e124662509bf7a7,46.0,46.0
508f1903-71e7-4aab-aba6-000fed4d8b7d,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,pre_pre_event,dup_84e5c0f8a672,duplicate_host_variant,https://www.bluemoon.de/pr,https://www.bluemoon.de/projekte,84e5c0f8a6720708345d309f89dc1487f4b6177df312fce63e124662509bf7a7,46.0,46.0
508f1903-71e7-4aab-aba6-000fed4d8b7d,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,pre_pre_event,dup_84e5c0f8a672,duplicate_host_variant,https://www.bluemoon.de/pr,https://www.bluemoon.de/marketing,84e5c0f8a6720708345d309f89dc1487f4b6177df312fce63e124662509bf7a7,46.0,46.0
508f1903-71e7-4aab-aba6-000fed4d8b7d,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,pre_pre_event,dup_84e5c0f8a672,duplicate_host_variant,https://www.bluemoon.de/pr,https://www.bluemoon.de/trendabende,84e5c0f8a6720708345d309f89dc1487f4b6177df312fce63e124662509bf7a7,46.0,46.0
508f1903-71e7-4aab-aba6-000fed4d8b7d,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,pre_pre_event,dup_84e5c0f8a672,duplicate_host_variant,https://www.bluemoon.de/pr,https://www.bluemoon.de/werbeagentur,84e5c0f8a6720708345d309f89dc1487f4b6177df312fce63e124662509bf7a7,46.0,46.0
508f1903-71e7-4aab-aba6-000fed4d8b7d,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,pre_event,dup_84e5c0f8a672,duplicate_host_variant,https://www.bluemoon.de/pr,https://www.bluemoon.de/werbung,84e5c0f8a6720708345d309f89dc1487f4b6177df312fce63e124662509bf7a7,46.0,46.0
508f1903-71e7-4aab-aba6-000fed4d8b7d,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,pre_event,dup_84e5c0f8a672,duplicate_host_variant,https://www.bluemoon.de/pr,https://www.bluemoon.de/projekte,84e5c0f8a6720708345d309f89dc1487f4b6177df312fce63e124662509bf7a7,46.0,46.0
508f1903-71e7-4aab-aba6-000fed4d8b7d,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,pre_event,dup_84e5c0f8a672,duplicate_host_variant,https://www.bluemoon.de/pr,https://www.bluemoon.de/marketing,84e5c0f8a6720708345d309f89dc1487f4b6177df312fce63e124662509bf7a7,46.0,46.0
508f1903-71e7-4aab-aba6-000fed4d8b7d,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,pre_event,dup_84e5c0f8a672,duplicate_host_variant,https://www.bluemoon.de/pr,https://www.bluemoon.de/werbeagentur,84e5c0f8a6720708345d309f89dc1487f4b6177df312fce63e124662509bf7a7,46.0,46.0
508f1903-71e7-4aab-aba6-000fed4d8b7d,2,PETER-LACKE HOLDING GMBH,pre_pre_event,dup_c579cecd2964,duplicate_host_variant,http://www.peter-lacke.de/deu/peter-lacke/unternehmen/unternehmen.html,http://www.peter-lacke.de/deu/peter-lacke/unternehmen/peter-lacke/peter-lacke.html,c579cecd296463ca13028fa814462fdfa293f98b7fad267044a016ad921ee56a,251.0,251.0
