run_id,firm_id,rank,company,event_type,event_year,event_label,event_date_inferred,event_date_verified,event_date_final,event_date_precision,event_date_source,event_date_verification_status,source_confidence,wayback_tier,primary_domain,website,event_source_url,notes
6f4f1dd0-8f2a-42ca-ae1d-7f3067b47fc9,1,1,BLUE MOON COMMUNICATION CONSULTANTS GMBH,family_internal_succession,2024,Übernahme durch Sohn nach Tod der Mutter,,,2024-07-01,year,unverified_proxy: event_year=2024 mid-year,unverified_proxy,medium,B,bluemoon.de,https://www.bluemoon.de/,user screening / Orbis export; source URL still to document,Sehr gute Webdeckung; Eventquelle noch sauber extern dokumentieren.
6f4f1dd0-8f2a-42ca-ae1d-7f3067b47fc9,2,2,PETER-LACKE HOLDING GMBH,family_internal_succession,2015,Übernahme durch Sohn in 5. Generation,,,2015-07-01,year,unverified_proxy: event_year=2015 mid-year,unverified_proxy,medium,B,peter-lacke.de,https://www.peter-lacke.de/,user screening / Orbis export; source URL still to document,Sehr gute Webdeckung; familienbezogene Validierung priorisieren.
6f4f1dd0-8f2a-42ca-ae1d-7f3067b47fc9,3,3,ANLAGENTECHNIK LEICHTLE GMBH,unclear_family_transition,2023,Übernahme unklar; geringe Text-/Informationsdichte,,,2023-07-01,year,unverified_proxy: event_year=2023 mid-year,unverified_proxy,low,B,anlagentechnik-leichtle.de,https://www.anlagentechnik-leichtle.de/,user screening / Orbis export; source URL still to document,"Nur als Backup, wenn die Eventvalidierung gelingt."
6f4f1dd0-8f2a-42ca-ae1d-7f3067b47fc9,4,4,MYRENNE GMBH,family_internal_succession,2012,Übergabe im April 2012 bestätigt,2012-04-15,2012-04-15,2012-04-15,month,event_label: Übergabe im April 2012 bestätigt,verified,high,A,myrenne.com,https://myrenne.com/,user screening / Orbis export; source URL still to document,Wayback funktioniert ohne /de besser; guter Pilotcase.
6f4f1dd0-8f2a-42ca-ae1d-7f3067b47fc9,5,5,MSF-VATHAUER ANTRIEBSTECHNIK GMBH & CO. KG,family_internal_succession_or_management_entry,2006,Marc Vathauer tritt in die Geschäftsführung ein,,2006-01-01,2006-01-01,year,event_year; MSF-Vathauer management entry 2006 (exact day unknown),verified,high,A,msf-technik.de,https://www.msf-technik.de/,https://www.msf-technik.de/historie,Nicht als 2010-Event nutzen; für 2006 gute Pre/Post-Waybackdeckung.
