run_id,firm_id,company,relative_timepoint,target_date,selected_capture_date,snapshot_status,observation_recommendation,analysis_eligible,n_pages_total,n_pages_fetch_success,n_pages_extraction_usable,n_branding_pages_eligible,n_branding_pages_excluded,n_unique_branding_pages,n_impressum_pages,n_legal_technical_pages,n_duplicate_pages,n_duplicate_pages_within_observation,duplicate_tokens_removed,duplicate_words_removed,deduplication_applied,total_word_count_all_usable_pages,total_token_count_all_usable_pages,branding_word_count,branding_token_count,governance_metadata_word_count,detected_primary_language,language_distribution_json,n_pages_language_unknown,n_pages_de,n_pages_en,n_pages_other,n_pages_unknown,tokens_de,tokens_en,tokens_other,tokens_unknown,primary_language_by_tokens,german_text_analysis_eligible,german_text_analysis_exclusion_reason,text_analysis_eligible,text_analysis_exclusion_reason,text_analysis_quality_band
508f1903-71e7-4aab-aba6-000fed4d8b7d,17,MERCK KGAA,event,2021-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,17,MERCK KGAA,post_event,2023-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,17,MERCK KGAA,post_post_event,2025-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,18,SCHAEFFLER AG,pre_pre_event,2010-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,18,SCHAEFFLER AG,pre_event,2012-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,18,SCHAEFFLER AG,event,2014-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,18,SCHAEFFLER AG,post_event,2016-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,18,SCHAEFFLER AG,post_post_event,2018-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,19,HERAEUS GROUP,pre_pre_event,2009-07-01,2008-10-12,selected,include,True,25,19,18,16,2,16,1,7,2,2,92,92,True,3850,3850,3208,3208,96,en,"{""en"": 2112, ""de"": 1096}",0,7,9,0,0,1096,2112,0,0,en,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,19,HERAEUS GROUP,pre_event,2011-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,19,HERAEUS GROUP,event,2013-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,19,HERAEUS GROUP,post_event,2015-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,19,HERAEUS GROUP,post_post_event,2017-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,20,BAHLSEN GMBH & CO. KG,pre_pre_event,2018-07-01,2017-02-15,selected,sensitivity_analysis,True,15,15,14,5,9,5,0,7,0,0,0,0,True,5450,5450,877,877,0,en,"{""de"": 47, ""en"": 830}",0,1,4,0,0,47,830,0,0,en,False,insufficient_german_branding_tokens,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,20,BAHLSEN GMBH & CO. KG,pre_event,2020-07-01,2021-04-15,selected,sensitivity_analysis,True,20,19,19,8,11,8,0,2,10,10,5812,5812,True,10339,10339,3769,3769,0,en,"{""en"": 3769}",0,0,8,0,0,0,3769,0,0,en,False,no_german_branding_pages,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,20,BAHLSEN GMBH & CO. KG,event,2022-07-01,2021-07-08,selected,sensitivity_analysis,True,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_branding_pages,False,no_branding_pages,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,20,BAHLSEN GMBH & CO. KG,post_event,2024-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,20,BAHLSEN GMBH & CO. KG,post_post_event,2026-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,21,FREUDENBERG GROUP,pre_pre_event,2008-07-01,2008-04-06,selected,include,True,1,1,1,1,0,1,0,0,0,0,0,0,True,431,431,431,431,0,en,"{""en"": 431}",0,0,1,0,0,0,431,0,0,en,False,no_german_branding_pages,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,21,FREUDENBERG GROUP,pre_event,2010-07-01,2010-07-23,selected,include,True,25,18,18,17,1,17,0,5,4,4,184,184,True,17125,17125,17102,17102,0,en,"{""en"": 17102}",0,0,17,0,0,0,17102,0,0,en,False,no_german_branding_pages,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,21,FREUDENBERG GROUP,event,2012-07-01,2011-03-20,selected,sensitivity_analysis,True,25,11,11,11,0,11,0,12,11,11,506,506,True,3125,3125,3125,3125,0,en,"{""en"": 3125}",0,0,11,0,0,0,3125,0,0,en,False,no_german_branding_pages,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,21,FREUDENBERG GROUP,post_event,2014-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,21,FREUDENBERG GROUP,post_post_event,2016-07-01,2017-07-03,selected,sensitivity_analysis,True,25,23,22,20,2,20,0,0,1,1,235,235,True,14649,14649,14252,14252,168,en,"{""en"": 12214, ""de"": 2038}",0,9,11,0,0,2038,12214,0,0,en,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,22,ANDREAS STIHL AG & CO. KG,pre_pre_event,2018-07-01,2018-07-01,selected,include,True,25,23,23,17,6,17,0,2,4,4,232,232,True,9496,9496,4698,4698,0,en,"{""en"": 4698}",0,0,17,0,0,0,4698,0,0,en,False,no_german_branding_pages,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,22,ANDREAS STIHL AG & CO. KG,pre_event,2020-07-01,2019-08-17,selected,include,True,25,23,23,18,5,18,0,3,3,3,4388,4388,True,17348,17348,8373,8373,0,en,"{""en"": 8373}",0,0,18,0,0,0,8373,0,0,en,False,no_german_branding_pages,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,22,ANDREAS STIHL AG & CO. KG,event,2022-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,22,ANDREAS STIHL AG & CO. KG,post_event,2024-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,22,ANDREAS STIHL AG & CO. KG,post_post_event,2026-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,23,VAILLANT GROUP,pre_pre_event,2014-07-01,2014-09-02,selected,include,True,25,8,8,8,0,8,0,0,14,14,784,784,True,3369,3369,3369,3369,114,de,"{""de"": 2812, ""en"": 557}",0,7,1,0,0,2812,557,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,23,VAILLANT GROUP,pre_event,2016-07-01,2016-06-17,selected,include,True,25,22,21,19,2,19,1,2,0,0,0,0,True,23684,23684,20882,20882,698,en,"{""en"": 20882}",0,0,19,0,0,0,20882,0,0,en,False,no_german_branding_pages,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,23,VAILLANT GROUP,event,2018-07-01,2018-06-13,selected,sensitivity_analysis,True,25,17,16,16,0,16,0,7,6,6,276,276,True,14029,14029,14029,14029,0,en,"{""en"": 14029}",0,0,16,0,0,0,14029,0,0,en,False,no_german_branding_pages,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,23,VAILLANT GROUP,post_event,2020-07-01,2020-06-28,selected,include,True,25,24,23,23,0,23,0,0,0,0,0,0,True,20022,20022,20022,20022,0,en,"{""en"": 20022}",0,0,23,0,0,0,20022,0,0,en,False,no_german_branding_pages,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,23,VAILLANT GROUP,post_post_event,2022-07-01,2022-06-26,selected,include,True,25,23,23,21,2,21,0,1,0,0,0,0,True,18643,18643,18093,18093,0,en,"{""en"": 18093}",0,0,21,0,0,0,18093,0,0,en,False,no_german_branding_pages,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,24,VIESSMANN CLIMATE SOLUTIONS / VIESSMANN GROUP,pre_pre_event,2019-07-01,2020-09-16,selected,exclude_duplicate_capture,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,duplicate_capture,False,duplicate_capture,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,24,VIESSMANN CLIMATE SOLUTIONS / VIESSMANN GROUP,pre_event,2021-07-01,2020-09-16,selected,sensitivity_analysis,True,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_branding_pages,False,no_branding_pages,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,24,VIESSMANN CLIMATE SOLUTIONS / VIESSMANN GROUP,event,2023-07-01,2023-06-10,selected,sensitivity_analysis,True,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_branding_pages,False,no_branding_pages,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,24,VIESSMANN CLIMATE SOLUTIONS / VIESSMANN GROUP,post_event,2025-07-01,2025-06-20,selected,include,True,6,6,6,2,4,2,1,4,0,0,0,0,True,3147,3147,177,177,300,en,"{""en"": 89, ""de"": 88}",0,1,1,0,0,88,89,0,0,en,False,insufficient_german_branding_tokens,True,,low
508f1903-71e7-4aab-aba6-000fed4d8b7d,24,VIESSMANN CLIMATE SOLUTIONS / VIESSMANN GROUP,post_post_event,2027-07-01,,future_unavailable,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,25,BIRKENSTOCK GROUP,pre_pre_event,2017-07-01,2017-07-01,selected,include,True,25,24,24,22,2,22,0,0,2,2,968,968,True,9649,9649,8681,8681,0,de,"{""en"": 62, ""de"": 8619}",0,21,1,0,0,8619,62,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,25,BIRKENSTOCK GROUP,pre_event,2019-07-01,2019-06-24,selected,include,True,25,24,24,23,1,23,0,0,1,1,421,421,True,7513,7513,7092,7092,0,de,"{""en"": 94, ""de"": 6998}",0,22,1,0,0,6998,94,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,25,BIRKENSTOCK GROUP,event,2021-07-01,2021-04-03,selected,sensitivity_analysis,True,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_branding_pages,False,no_branding_pages,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,25,BIRKENSTOCK GROUP,post_event,2023-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,25,BIRKENSTOCK GROUP,post_post_event,2025-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,26,RIMOWA GMBH,pre_pre_event,2012-07-01,2012-05-05,selected,include,True,25,23,23,1,22,1,0,0,22,22,5830,5830,True,6095,6095,265,265,0,en,"{""en"": 265}",0,0,1,0,0,0,265,0,0,en,False,no_german_branding_pages,True,,low
508f1903-71e7-4aab-aba6-000fed4d8b7d,26,RIMOWA GMBH,pre_event,2014-07-01,2014-07-02,selected,include,True,25,22,22,5,17,5,0,1,17,17,3983,3983,True,5024,5024,1041,1041,0,de,"{""en"": 324, ""de"": 717}",0,3,2,0,0,717,324,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,26,RIMOWA GMBH,event,2016-07-01,2016-06-30,selected,sensitivity_analysis,True,25,24,24,5,19,5,0,0,19,19,4506,4506,True,5595,5595,1089,1089,0,de,"{""en"": 372, ""de"": 717}",0,3,2,0,0,717,372,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,26,RIMOWA GMBH,post_event,2018-07-01,2018-07-01,selected,include,True,25,22,22,17,5,17,0,1,3,3,358,358,True,11395,11395,10877,10877,0,en,"{""en"": 10564, ""de"": 313}",0,1,16,0,0,313,10564,0,0,en,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,26,RIMOWA GMBH,post_post_event,2020-07-01,2020-06-26,selected,include,True,25,22,22,16,6,16,0,0,6,6,1021,1021,True,4359,4359,3338,3338,0,en,"{""en"": 1448, ""de"": 1142, ""unknown"": 748}",1,4,11,0,1,1142,1448,0,748,en,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,27,DOUGLAS HOLDING / DOUGLAS GROUP,pre_pre_event,2008-07-01,2008-07-01,selected,include,True,1,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_branding_pages,False,no_branding_pages,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,27,DOUGLAS HOLDING / DOUGLAS GROUP,pre_event,2010-07-01,2009-02-15,selected,sensitivity_analysis,True,1,1,1,1,0,1,0,0,0,0,0,0,True,64,64,64,64,0,de,"{""de"": 64}",0,1,0,0,0,64,0,0,0,de,False,insufficient_branding_tokens,False,insufficient_branding_tokens,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,27,DOUGLAS HOLDING / DOUGLAS GROUP,event,2012-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,27,DOUGLAS HOLDING / DOUGLAS GROUP,post_event,2014-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,27,DOUGLAS HOLDING / DOUGLAS GROUP,post_post_event,2016-07-01,2017-07-27,selected,sensitivity_analysis,True,25,21,21,17,4,17,0,6,2,2,94,94,True,6994,6994,3557,3557,0,de,"{""de"": 3557}",0,17,0,0,0,3557,0,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,29,CONDITOREI COPPENRATH & WIESE KG,pre_pre_event,2011-07-01,2011-07-03,selected,include,True,25,24,24,23,1,23,0,0,1,1,337,337,True,5719,5719,5382,5382,0,de,"{""de"": 5382}",0,23,0,0,0,5382,0,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,29,CONDITOREI COPPENRATH & WIESE KG,pre_event,2013-07-01,2013-07-08,selected,include,True,25,24,24,23,1,23,0,0,1,1,366,366,True,7658,7658,7292,7292,0,de,"{""de"": 7292}",0,23,0,0,0,7292,0,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,29,CONDITOREI COPPENRATH & WIESE KG,event,2015-07-01,2015-06-28,selected,sensitivity_analysis,True,25,25,25,24,1,24,0,0,1,1,1203,1203,True,9558,9558,8355,8355,0,de,"{""de"": 8355}",0,24,0,0,0,8355,0,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,29,CONDITOREI COPPENRATH & WIESE KG,post_event,2017-07-01,2017-07-13,selected,include,True,5,1,1,1,0,1,0,4,3,3,138,138,True,521,521,521,521,0,en,"{""en"": 521}",0,0,1,0,0,0,521,0,0,en,False,no_german_branding_pages,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,29,CONDITOREI COPPENRATH & WIESE KG,post_post_event,2019-07-01,2019-06-26,selected,include,True,25,18,18,18,0,18,0,7,5,5,230,230,True,9504,9504,9504,9504,0,de,"{""de"": 9504}",0,18,0,0,0,9504,0,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,30,DR. AUGUST OETKER KG / OETKER-GRUPPE,pre_pre_event,2017-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,30,DR. AUGUST OETKER KG / OETKER-GRUPPE,pre_event,2019-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,30,DR. AUGUST OETKER KG / OETKER-GRUPPE,event,2021-07-01,,beyond_tolerance,exclude,False,1,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,unknown,,0,0,0,0,0,0,0,0,0,unknown,False,no_valid_snapshot,False,no_valid_snapshot,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,30,DR. AUGUST OETKER KG / OETKER-GRUPPE,post_event,2023-07-01,2024-07-20,selected,sensitivity_analysis,True,25,23,22,14,8,14,1,3,6,6,1991,1991,True,8559,8559,4444,4444,67,de,"{""de"": 4444}",0,14,0,0,0,4444,0,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,30,DR. AUGUST OETKER KG / OETKER-GRUPPE,post_post_event,2025-07-01,2024-11-10,selected,sensitivity_analysis,True,25,22,21,17,4,17,1,5,1,1,570,570,True,8991,8991,5479,5479,436,de,"{""de"": 5479}",0,17,0,0,0,5479,0,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,28,CANYON BICYCLES GMBH,pre_pre_event,2016-07-01,2016-08-14,selected,include,True,1,1,1,1,0,1,0,0,0,0,0,0,True,65,65,65,65,0,en,"{""en"": 65}",0,0,1,0,0,0,65,0,0,en,False,insufficient_branding_tokens,False,insufficient_branding_tokens,ineligible
508f1903-71e7-4aab-aba6-000fed4d8b7d,28,CANYON BICYCLES GMBH,pre_event,2018-07-01,2018-07-16,selected,include,True,25,25,25,19,6,19,0,3,5,5,19161,19161,True,57123,57123,37916,37916,0,de,"{""de"": 37328, ""en"": 588}",0,15,4,0,0,37328,588,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,28,CANYON BICYCLES GMBH,event,2020-07-01,2020-06-27,selected,sensitivity_analysis,True,25,25,25,20,5,20,0,3,2,2,125,125,True,8048,8048,7810,7810,0,de,"{""en"": 188, ""de"": 7622}",0,18,2,0,0,7622,188,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,28,CANYON BICYCLES GMBH,post_event,2022-07-01,2022-07-01,selected,include,True,25,24,23,23,0,23,0,0,1,1,7,7,True,17016,17016,17016,17016,0,de,"{""en"": 144, ""de"": 16872}",0,22,1,0,0,16872,144,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,28,CANYON BICYCLES GMBH,post_post_event,2024-07-01,2024-07-01,selected,include,True,25,25,25,19,6,19,0,6,4,4,145,145,True,23447,23447,23223,23223,0,de,"{""en"": 2519, ""de"": 20704}",0,17,2,0,0,20704,2519,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,2,PETER-LACKE HOLDING GMBH,post_post_event,2019-07-01,2019-08-26,selected,include,True,25,24,24,23,1,23,0,1,1,1,44,44,True,5764,5764,5720,5720,0,de,"{""de"": 4178, ""en"": 1542}",0,18,5,0,0,4178,1542,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,11,HARTING TECHNOLOGY GROUP,post_event,2017-07-01,2018-03-04,selected,include,True,25,25,25,21,4,21,0,1,0,0,0,0,True,5878,5878,5676,5676,0,de,"{""de"": 5316, ""en"": 360}",0,19,2,0,0,5316,360,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,11,HARTING TECHNOLOGY GROUP,post_post_event,2019-07-01,2019-07-24,selected,include,True,25,25,25,22,3,22,0,1,0,0,0,0,True,6250,6250,6145,6145,0,de,"{""de"": 5940, ""en"": 205}",0,21,1,0,0,5940,205,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,11,HARTING TECHNOLOGY GROUP,pre_event,2013-07-01,2012-06-21,selected,sensitivity_analysis,True,25,19,19,18,1,18,0,6,6,6,853,853,True,4901,4901,4528,4528,0,de,"{""de"": 4528}",0,18,0,0,0,4528,0,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,11,HARTING TECHNOLOGY GROUP,pre_pre_event,2011-07-01,2011-07-13,selected,include,True,25,18,18,17,1,17,0,7,6,6,853,853,True,4523,4523,4150,4150,0,de,"{""de"": 4150}",0,17,0,0,0,4150,0,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,12,DIRK ROSSMANN GMBH,post_event,2023-07-01,2023-06-29,selected,include,True,25,25,25,25,0,25,0,0,0,0,0,0,True,11147,11147,11147,11147,0,de,"{""de"": 11147}",0,25,0,0,0,11147,0,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,12,DIRK ROSSMANN GMBH,post_post_event,2025-07-01,2025-07-01,selected,include,True,25,25,25,24,1,24,0,0,1,1,47,47,True,10590,10590,10543,10543,0,de,"{""de"": 10496, ""en"": 47}",0,23,1,0,0,10496,47,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,12,DIRK ROSSMANN GMBH,pre_event,2019-07-01,2019-06-27,selected,sensitivity_analysis,True,25,24,24,22,2,22,0,1,1,1,125,125,True,6131,6131,5981,5981,0,de,"{""de"": 5981}",0,22,0,0,0,5981,0,0,0,de,True,,True,,high
508f1903-71e7-4aab-aba6-000fed4d8b7d,12,DIRK ROSSMANN GMBH,pre_pre_event,2017-07-01,2017-04-22,selected,sensitivity_analysis,True,25,25,25,24,1,24,0,0,1,1,259,259,True,8431,8431,8172,8172,0,de,"{""de"": 8172}",0,24,0,0,0,8172,0,0,0,de,True,,True,,high
